,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M
2021-03-27,29.68,15.76,0.32,59.09
2021-03-28,28.41,17.66,1.98,68.93
2021-03-29,28.85,16.58,1.65,67.95
2021-03-30,29.14,16.2,5.08,71.78
2021-03-31,29.12,16.4,3.79,73.46
2021-04-01,28.56,16.98,5.13,74.97
2021-04-02,27.3,16.96,4.96,74.01
2021-04-03,29.71,16.06,4.46,72.94
2021-04-04,27.96,17.14,4.65,77.09
2021-04-05,27.53,17.52,2.93,77.54
2021-04-06,28.8,16.83,4.8,76.82
2021-04-07,27.82,17.07,9.88,78.47
2021-04-08,27.34,16.68,14.36,80.43
2021-04-09,27.61,17.1,4.31,79.19
2021-04-10,26.33,17.25,7.97,81.26
2021-04-11,28.47,16.37,3.87,76.84
2021-04-12,28.28,16.45,2.64,75.45
2021-04-13,27.78,16.21,2.44,76.81
2021-04-14,27.83,16.72,1.14,75.54
2021-04-15,29.46,15.78,1.02,70.61
2021-04-16,27.96,16.74,1.47,77.73
2021-04-17,28.79,17.02,1.14,75.28
2021-04-18,28.54,16.62,2.51,75.24
2021-04-19,28.29,16.04,1.64,72.97
2021-04-20,28.44,15.41,3.05,73.08
2021-04-21,28.16,15.94,4.47,72.69
2021-04-22,28.4,15.53,7.95,76.42
2021-04-23,28.37,16.19,6.12,75.97
2021-04-24,28.05,16.88,6.19,77.2
2021-04-25,27.6,16.11,5.53,76.17
2021-04-26,28.83,15.47,0.75,73.23
2021-04-27,28.66,16.77,1.45,75.28
2021-04-28,28.43,15.95,1.51,73.64
2021-04-29,28.67,16.24,1.31,74.35
2021-04-30,29.25,16.61,2.1,73.83
2021-05-01,29.39,17.17,2.96,73.53
2021-05-02,27.45,17.28,2.44,79.08
2021-05-03,27.03,16.84,14.21,80.16
2021-05-04,27.17,16.38,5.45,78.66
2021-05-05,26.88,15.85,5.21,77.41
2021-05-06,25.17,15.59,2.02,77.54
2021-05-07,27.06,16.12,8.26,79.19
2021-05-08,25.3,16.35,11.11,80.41
2021-05-09,25.46,16.22,9.48,82.67
2021-05-10,24.99,16.43,11.66,83.09
2021-05-11,21.09,15.71,17.39,89.02
2021-05-12,23.15,15.25,25.03,86.87
2021-05-13,23.97,15.25,13.09,85.63
2021-05-14,25.98,14.99,2.64,80.21
2021-05-15,26.22,13.93,0.72,77.21
2021-05-16,27.0,14.64,0.48,77.89
2021-05-17,27.43,15.87,0.74,79.86
2021-05-18,24.18,16.29,0.39,80.47
2021-05-19,26.52,15.62,0.66,75.85
2021-05-20,27.48,15.18,1.53,78.0
2021-05-21,27.21,14.37,0.42,75.07
2021-05-22,27.43,14.18,0.31,73.62
2021-05-23,26.93,14.89,0.67,76.78
2021-05-24,25.6,14.91,1.85,78.66
2021-05-25,26.51,14.28,0.62,75.65
2021-05-26,25.1,13.11,2.35,78.79
2021-05-27,25.97,13.86,1.31,77.14
2021-05-28,26.62,15.17,2.65,79.59
2021-05-29,26.38,14.79,3.31,80.67
2021-05-30,25.32,15.22,1.72,79.5
2021-05-31,26.15,14.88,0.28,76.17
2021-06-01,25.9,14.71,0.13,73.2
2021-06-02,26.41,14.68,0.07,73.16
2021-06-03,27.2,14.89,0.06,73.53
2021-06-04,26.88,15.85,0.12,75.12
2021-06-05,26.43,15.0,0.37,74.62
2021-06-06,26.2,14.86,0.44,74.95
2021-06-07,26.65,13.91,0.32,73.04
2021-06-08,26.64,13.43,0.43,73.74
2021-06-09,26.24,14.34,0.72,76.73
2021-06-10,26.69,14.7,0.2,74.53
2021-06-11,26.6,14.69,0.18,73.22
2021-06-12,26.51,14.43,0.12,73.43
2021-06-13,27.96,13.64,0.09,70.38
2021-06-14,26.58,14.18,0.66,72.16
2021-06-15,25.25,14.34,0.26,75.59
2021-06-16,24.81,14.62,0.28,75.86
2021-06-17,25.21,14.59,0.28,75.27
2021-06-18,27.16,14.4,0.11,67.42
2021-06-19,25.53,14.68,0.08,72.4
2021-06-20,25.38,14.36,0.5,73.16
2021-06-21,25.93,13.24,0.32,68.35
2021-06-22,25.25,13.86,1.26,77.69
2021-06-23,25.1,13.04,0.44,73.98
2021-06-24,26.11,13.64,0.27,71.77
2021-06-25,25.56,13.7,0.99,73.37
2021-06-26,23.79,14.22,2.05,80.38
2021-06-27,23.76,14.07,0.95,77.67
2021-06-28,25.74,12.71,0.45,69.29
2021-06-29,25.59,13.55,0.51,72.92
2021-06-30,26.75,13.02,0.25,69.05
2021-07-01,25.92,13.9,1.02,74.33
2021-07-02,26.47,14.48,1.04,73.29
2021-07-03,26.06,13.29,1.01,70.1
2021-07-04,25.89,12.54,0.57,69.96
2021-07-05,26.29,12.62,0.8,71.63
2021-07-06,25.53,13.86,1.86,76.87
2021-07-07,25.97,13.15,1.61,72.73
2021-07-08,24.34,14.17,3.16,76.85
2021-07-09,22.67,13.57,4.79,79.13
2021-07-10,23.13,13.51,3.1,77.9
2021-07-11,24.49,13.02,1.28,72.52
2021-07-12,23.7,13.4,1.62,75.3
2021-07-13,25.88,13.87,0.97,69.85
2021-07-14,26.33,14.5,1.28,74.32
2021-07-15,24.57,14.65,3.02,76.52
2021-07-16,26.93,13.68,1.58,70.16
2021-07-17,23.87,13.72,2.05,73.49
2021-07-18,25.5,13.16,3.19,72.76
2021-07-19,23.35,13.44,3.1,77.19
2021-07-20,25.01,13.41,1.69,74.26
2021-07-21,25.78,14.12,1.23,72.82
2021-07-22,26.35,13.67,0.87,73.39
2021-07-23,23.35,14.51,4.45,79.85
2021-07-24,25.3,13.61,1.01,68.3
2021-07-25,24.52,13.19,1.09,70.88
2021-07-26,26.08,11.85,0.77,64.4
2021-07-27,24.97,11.8,1.52,69.89
2021-07-28,23.9,13.05,1.35,72.89
2021-07-29,22.18,13.57,2.34,79.44
2021-07-30,24.69,13.22,1.66,74.83
2021-07-31,25.62,12.26,0.78,66.96
2021-08-01,24.33,12.77,0.99,69.08
2021-08-02,23.6,13.52,1.42,71.51
2021-08-03,26.1,12.65,0.98,68.7
2021-08-04,26.05,12.69,0.95,71.13
2021-08-05,26.29,13.13,0.7,68.61
2021-08-06,24.45,13.21,0.65,71.14
2021-08-07,24.42,13.45,1.23,74.67
2021-08-08,25.93,14.17,2.76,75.23
2021-08-09,25.78,14.35,1.64,74.29
2021-08-10,25.78,14.04,4.78,73.68
2021-08-11,24.24,14.86,2.83,76.21
2021-08-12,26.26,13.66,0.82,72.34
2021-08-13,24.78,13.3,0.72,70.17
2021-08-14,22.97,14.68,1.85,77.62
2021-08-15,25.21,13.18,0.65,68.49
2021-08-16,25.34,13.34,0.89,72.61
2021-08-17,26.33,13.32,0.53,72.18
2021-08-18,27.58,13.93,0.77,70.28
2021-08-19,26.11,14.27,2.25,71.42
2021-08-20,25.81,14.9,1.22,67.73
2021-08-21,28.2,14.45,1.44,69.27
2021-08-22,28.64,14.14,0.65,65.14
2021-08-23,28.28,14.3,0.53,64.45
2021-08-24,27.97,13.47,0.12,58.53
2021-08-25,28.12,13.62,0.15,61.84
2021-08-26,28.36,12.18,0.05,53.65
2021-08-27,29.62,11.69,0.09,53.17
2021-08-28,30.59,13.19,0.52,52.71
2021-08-29,30.78,13.8,0.48,55.37
2021-08-30,29.72,14.86,1.3,61.51
2021-08-31,26.41,15.57,1.27,66.82
2021-09-01,28.51,15.62,0.47,62.14
2021-09-02,27.47,14.93,0.66,67.46
2021-09-03,26.75,14.26,0.57,63.87
2021-09-04,26.7,13.87,0.86,62.56
2021-09-05,27.07,13.36,0.74,63.89
2021-09-06,26.62,14.37,0.59,68.18
2021-09-07,27.91,14.49,0.73,67.26
2021-09-08,28.37,14.47,1.38,65.91
2021-09-09,27.44,14.64,2.05,68.44
2021-09-10,25.91,14.45,1.49,68.8
2021-09-11,26.45,13.88,0.65,61.73
2021-09-12,27.92,12.84,0.64,64.82
2021-09-13,29.12,14.07,0.81,64.85
2021-09-14,29.6,14.21,1.75,63.04
2021-09-15,29.42,15.31,1.43,63.87
2021-09-16,30.07,15.22,0.85,64.13
2021-09-17,30.27,15.58,1.68,62.75
2021-09-18,27.18,15.48,2.03,66.04
2021-09-19,29.21,15.43,0.61,57.98
2021-09-20,28.42,14.42,0.91,60.79
2021-09-21,28.98,14.8,1.1,65.14
2021-09-22,29.43,13.97,0.64,59.56
2021-09-23,28.46,14.95,0.89,63.91
2021-09-24,26.31,14.46,0.81,66.94
2021-09-25,27.86,14.22,0.41,59.83
2021-09-26,28.1,14.7,1.13,64.71
2021-09-27,29.48,14.35,0.35,58.15
2021-09-28,30.59,14.28,0.18,57.16
2021-09-29,30.82,15.08,0.51,60.07
2021-09-30,30.29,16.11,1.28,65.74
2021-10-01,28.72,16.19,2.44,67.16
2021-10-02,29.98,16.17,0.76,59.41
2021-10-03,30.96,15.62,1.07,56.94
2021-10-04,30.18,15.14,0.8,59.69
2021-10-05,30.3,14.94,0.84,56.72
2021-10-06,29.95,14.68,3.31,58.6
2021-10-07,29.44,15.09,1.85,61.65
2021-10-08,30.53,16.02,1.01,62.46
2021-10-09,29.58,16.18,1.16,65.8
2021-10-10,29.61,16.68,0.62,64.82
2021-10-11,30.2,16.14,0.32,61.57
2021-10-12,29.85,15.6,0.59,58.52
2021-10-13,27.89,15.72,1.31,68.3
2021-10-14,30.03,15.36,0.28,58.18
2021-10-15,30.53,15.82,0.17,58.34
2021-10-16,30.16,16.83,0.59,60.95
2021-10-17,31.06,15.24,0.09,52.49
2021-10-18,28.84,15.63,1.79,64.58
2021-10-19,29.69,15.98,4.44,67.42
2021-10-20,25.28,16.06,11.23,78.82
2021-10-21,27.09,15.45,3.03,72.52
2021-10-22,25.68,13.96,1.38,69.51
2021-10-23,28.49,14.03,3.26,64.18
2021-10-24,29.59,15.25,0.61,60.24
2021-10-25,29.86,14.85,3.07,66.99
2021-10-26,29.42,15.65,6.37,68.85
2021-10-27,28.21,15.2,8.97,69.38
2021-10-28,29.59,15.08,0.74,62.31
2021-10-29,29.24,14.82,1.07,66.85
2021-10-30,28.36,16.26,0.94,69.09
2021-10-31,28.52,15.97,1.4,67.13
2021-11-01,28.33,16.48,0.86,68.05
2021-11-02,29.2,15.68,0.47,66.58
2021-11-03,28.09,16.23,1.26,71.7
2021-11-04,29.24,16.5,1.12,66.86
2021-11-05,29.1,16.29,1.61,67.16
2021-11-06,30.0,16.01,0.86,61.85
2021-11-07,30.22,15.93,0.93,61.87
2021-11-08,29.95,15.34,0.2,58.55
2021-11-09,30.54,15.06,1.86,60.69
2021-11-10,27.88,17.48,3.86,73.24
2021-11-11,29.94,16.51,0.8,63.92
2021-11-12,30.19,15.56,1.42,60.52
2021-11-13,29.07,16.29,1.68,67.69
2021-11-14,29.14,16.3,1.57,67.36
2021-11-15,28.1,16.56,4.64,73.42
2021-11-16,28.03,16.27,4.5,74.02
2021-11-17,29.17,15.83,1.21,69.07
2021-11-18,29.0,15.68,1.09,68.8
2021-11-19,30.32,16.41,1.6,66.17
2021-11-20,28.06,16.94,4.02,75.75
2021-11-21,28.29,16.96,3.75,75.39
2021-11-22,28.27,16.71,2.3,74.32
2021-11-23,30.04,16.69,1.02,67.76
2021-11-24,31.04,16.44,0.38,60.42
2021-11-25,28.45,17.74,1.52,66.86
2021-11-26,27.88,17.23,2.68,71.26
2021-11-27,28.11,16.43,6.0,76.05
2021-11-28,25.17,16.2,25.23,80.97
2021-11-29,26.01,16.56,11.18,82.56
2021-11-30,22.66,16.24,22.18,89.15
2021-12-01,25.54,15.21,2.31,81.0
2021-12-02,25.5,14.21,7.62,84.17
2021-12-03,26.1,15.7,10.49,84.24
2021-12-04,25.53,15.91,9.27,84.43
2021-12-05,25.59,16.53,6.22,84.08
2021-12-06,26.1,15.85,3.55,82.44
2021-12-07,26.76,16.17,1.46,80.74
2021-12-08,27.0,15.96,2.13,80.36
2021-12-09,26.45,16.34,3.07,82.58
2021-12-10,25.74,15.73,1.7,80.47
2021-12-11,26.46,14.7,0.48,73.64
2021-12-12,25.17,14.01,2.02,75.98
2021-12-13,25.61,14.72,5.59,81.55
2021-12-14,25.13,16.36,15.84,85.23
2021-12-15,23.53,16.26,15.03,89.41
2021-12-16,25.06,16.31,7.01,85.94
2021-12-17,25.58,15.65,2.49,80.55
2021-12-18,25.42,14.94,7.94,82.49
2021-12-19,25.57,16.54,4.73,83.45
2021-12-20,24.86,16.33,7.18,85.94
2021-12-21,24.47,16.92,11.6,85.17
2021-12-22,24.51,15.73,13.73,84.93
2021-12-23,24.93,15.74,4.59,84.11
2021-12-24,25.44,16.45,2.65,84.53
2021-12-25,23.74,16.23,2.75,86.78
2021-12-26,25.1,16.13,6.72,86.21
2021-12-27,26.17,15.44,0.95,80.48
2021-12-28,24.84,15.87,3.18,85.74
2021-12-29,25.75,15.56,0.78,79.93
2021-12-30,26.79,15.73,0.15,75.57
2021-12-31,26.62,14.87,0.28,71.77
2022-01-01,25.84,13.93,0.09,67.56
2022-01-02,27.83,14.41,0.21,70.73
2022-01-03,27.34,14.44,0.07,68.41
2022-01-04,27.71,13.29,0.02,63.11
2022-01-05,26.85,13.24,1.2,69.55
2022-01-06,26.87,15.5,1.23,79.05
2022-01-07,27.87,15.4,0.52,74.13
2022-01-08,26.84,15.68,0.44,76.16
2022-01-09,27.31,13.5,0.15,68.94
2022-01-10,28.77,13.71,0.07,68.61
2022-01-11,27.09,13.34,0.17,70.82
2022-01-12,27.1,12.6,0.04,64.0
2022-01-13,27.85,11.61,0.04,60.54
2022-01-14,29.53,13.41,0.06,57.77
2022-01-15,28.77,16.15,0.49,66.2
2022-01-16,29.47,17.17,1.27,62.82
2022-01-17,28.32,17.31,2.82,66.02
2022-01-18,26.92,16.86,17.49,80.28
2022-01-19,26.39,16.22,2.69,75.11
2022-01-20,28.03,14.85,0.23,66.16
2022-01-21,27.88,14.75,0.97,67.33
2022-01-22,27.11,15.8,4.11,72.77
2022-01-23,27.44,14.25,0.55,67.11
2022-01-24,28.42,14.11,0.4,64.51
2022-01-25,27.62,14.02,0.27,65.27
2022-01-26,27.98,13.1,0.04,61.98
2022-01-27,27.95,12.22,0.05,58.7
2022-01-28,30.44,13.5,0.06,54.7
2022-01-29,28.83,14.3,0.74,63.91
2022-01-30,28.76,14.47,1.83,67.95
2022-01-31,29.05,15.84,0.74,66.83
2022-02-01,27.82,16.13,0.36,64.14
2022-02-02,29.0,16.56,0.74,66.59
2022-02-03,28.42,16.79,0.51,71.19
2022-02-04,29.47,15.87,1.09,67.13
2022-02-05,30.34,16.11,1.5,63.02
2022-02-06,29.59,16.39,4.33,64.2
2022-02-07,25.56,15.88,5.64,74.67
2022-02-08,28.09,14.94,0.92,63.79
2022-02-09,28.93,14.02,0.16,58.32
2022-02-10,29.98,13.08,0.0,54.91
2022-02-11,30.21,14.95,0.43,59.68
2022-02-12,29.69,15.62,0.47,65.97
2022-02-13,31.1,16.17,0.1,59.77
2022-02-14,30.88,16.85,0.7,59.94
2022-02-15,30.5,15.45,0.2,61.99
2022-02-16,31.47,16.8,0.01,54.47
2022-02-17,32.62,15.88,0.12,51.8
2022-02-18,31.8,16.65,1.32,59.89
2022-02-19,30.18,17.2,1.26,65.29
2022-02-20,27.75,17.24,1.0,65.89
2022-02-21,31.08,16.97,1.42,64.31
2022-02-22,29.4,17.5,5.01,69.35
2022-02-23,28.56,17.63,0.58,67.35
2022-02-24,27.36,16.44,1.31,70.63
2022-02-25,24.25,16.16,4.24,79.39
2022-02-26,30.64,15.11,0.32,64.75
2022-02-27,31.06,15.96,0.01,57.17
2022-02-28,30.9,14.54,0.15,57.49
2022-03-01,29.26,14.98,0.17,63.26
2022-03-02,27.82,15.3,11.46,65.79
2022-03-03,30.03,14.0,5.79,58.64
2022-03-04,30.03,15.36,4.11,59.77
2022-03-05,29.91,14.8,4.76,56.91
2022-03-06,29.24,15.32,12.01,64.64
2022-03-07,30.15,14.94,0.87,62.3
2022-03-08,30.66,16.0,0.64,64.67
2022-03-09,30.7,16.38,0.35,61.49
2022-03-10,30.28,15.18,0.08,57.71
2022-03-11,30.84,15.09,0.09,55.73
2022-03-12,30.99,15.85,0.17,56.47
2022-03-13,31.56,14.74,0.05,50.6
2022-03-14,31.67,15.88,0.12,50.31
2022-03-15,31.63,16.24,0.14,53.32
2022-03-16,32.53,17.08,0.35,49.88
2022-03-17,31.58,16.92,0.14,55.8
2022-03-18,30.47,15.89,0.29,56.26
2022-03-19,30.4,16.46,0.51,58.65
2022-03-20,31.69,17.35,0.12,52.12
2022-03-21,31.53,15.95,0.38,52.78
2022-03-22,31.13,15.51,0.84,57.7
2022-03-23,31.95,15.68,0.67,55.86
2022-03-24,31.19,17.27,7.02,66.99
2022-03-25,30.21,17.27,3.31,68.09
2022-03-26,29.22,17.31,6.66,72.92
2022-03-27,29.6,16.86,3.28,70.84
2022-03-28,29.02,17.0,5.34,74.67
2022-03-29,28.81,17.28,4.16,73.83
2022-03-30,28.65,16.98,2.14,71.69
2022-03-31,27.93,17.13,7.18,79.13
2022-04-01,27.09,17.59,5.41,77.41
2022-04-02,27.83,16.67,1.28,72.08
2022-04-03,28.47,16.19,0.82,69.82
2022-04-04,30.48,16.37,0.67,65.79
2022-04-05,30.61,17.29,0.38,64.09
2022-04-06,30.26,16.94,0.1,65.31
2022-04-07,30.21,16.41,0.07,63.11
2022-04-08,30.34,16.38,0.05,62.49
2022-04-09,30.19,17.26,0.03,63.59
2022-04-10,29.78,16.77,0.06,64.23
2022-04-11,30.23,15.66,2.31,62.84
2022-04-12,30.33,16.4,2.21,67.26
2022-04-13,30.84,16.54,2.99,65.84
2022-04-14,28.92,17.03,7.19,74.48
2022-04-15,29.51,16.65,4.5,69.32
2022-04-16,27.51,14.82,2.02,60.72
2022-04-17,31.23,14.51,17.05,60.25
2022-04-18,29.72,16.62,15.74,71.35
2022-04-19,28.91,17.3,16.3,70.36
2022-04-20,29.02,17.0,17.27,75.7
2022-04-21,27.61,16.86,14.5,77.7
2022-04-22,28.53,16.52,3.37,75.98
2022-04-23,26.73,16.35,1.81,78.9
2022-04-24,27.87,15.46,0.3,69.57
2022-04-25,25.84,16.79,2.52,76.81
2022-04-26,28.44,17.37,6.75,75.98
2022-04-27,26.31,16.8,7.58,75.34
2022-04-28,26.63,16.14,17.32,79.32
2022-04-29,27.57,16.29,3.72,76.59
2022-04-30,27.92,16.78,2.42,77.7
2022-05-01,26.8,16.31,1.89,78.53
2022-05-02,27.19,16.92,6.86,77.08
2022-05-03,23.85,16.34,2.53,79.66
2022-05-04,25.43,15.52,3.48,79.66
2022-05-05,26.88,15.47,3.36,77.29
2022-05-06,28.18,15.13,1.74,72.67
2022-05-07,27.88,15.8,2.97,76.57
2022-05-08,28.46,16.71,1.38,72.62
2022-05-09,28.73,16.85,1.19,74.19
2022-05-10,29.91,16.11,0.2,67.94
2022-05-11,29.28,16.63,0.96,71.89
2022-05-12,29.22,15.37,0.42,66.85
2022-05-13,28.18,15.62,3.35,75.72
2022-05-14,28.91,16.24,0.75,72.05
2022-05-15,28.72,14.7,0.33,69.5
2022-05-16,27.81,15.55,0.75,70.59
2022-05-17,27.5,15.38,1.62,74.58
2022-05-18,27.43,15.61,1.97,73.64
2022-05-19,26.33,15.02,1.94,75.15
2022-05-20,28.55,15.09,0.68,70.34
2022-05-21,28.63,15.59,0.75,70.41
2022-05-22,28.66,16.06,0.92,71.32
2022-05-23,28.85,16.47,0.62,70.4
2022-05-24,29.77,15.47,0.12,62.46
2022-05-25,28.77,16.74,0.38,66.78
2022-05-26,29.19,16.05,0.47,67.48
2022-05-27,28.65,15.73,2.16,72.08
2022-05-28,26.25,16.12,3.07,74.83
2022-05-29,27.28,15.2,1.35,72.56
2022-05-30,25.36,14.83,2.59,74.86
2022-05-31,27.6,13.92,0.53,67.56
2022-06-01,27.87,14.74,0.76,70.1
2022-06-02,27.0,14.53,0.63,71.01
2022-06-03,26.62,13.16,0.46,70.47
2022-06-04,27.35,12.91,0.19,64.67
2022-06-05,27.92,12.35,0.16,62.27
2022-06-06,27.27,14.69,0.55,69.64
2022-06-07,26.47,14.95,0.81,65.34
2022-06-08,26.2,15.02,0.85,68.39
2022-06-09,26.92,14.29,0.8,70.08
2022-06-10,27.16,14.54,2.17,71.19
2022-06-11,25.85,15.17,1.15,71.29
2022-06-12,26.35,15.39,2.22,75.24
2022-06-13,27.14,14.47,1.93,71.88
2022-06-14,28.8,13.77,1.03,69.02
2022-06-15,29.29,14.92,0.22,66.04
2022-06-16,28.85,13.94,0.19,63.46
2022-06-17,28.24,15.1,0.37,67.99
2022-06-18,27.29,15.0,0.75,70.07
2022-06-19,26.69,14.66,1.52,71.74
2022-06-20,26.81,14.57,0.87,67.64
2022-06-21,26.6,13.37,0.22,65.4
2022-06-22,27.37,13.58,0.33,64.05
2022-06-23,25.32,14.55,1.74,73.68
2022-06-24,23.17,13.82,1.66,74.91
2022-06-25,25.92,13.4,1.83,71.47
2022-06-26,23.32,13.41,0.99,70.38
2022-06-27,25.87,13.05,0.81,69.78
2022-06-28,25.9,11.91,0.38,65.01
2022-06-29,26.92,11.55,0.72,65.71
2022-06-30,26.76,13.15,0.3,67.88
2022-07-01,26.07,13.47,0.24,68.56
2022-07-02,27.17,12.56,0.16,64.36
2022-07-03,27.31,13.29,0.22,64.69
2022-07-04,26.5,12.66,0.15,65.2
2022-07-05,26.95,13.2,0.65,68.25
2022-07-06,25.03,14.3,1.14,71.3
2022-07-07,24.72,13.85,0.72,72.1
2022-07-08,24.27,13.98,1.53,74.3
2022-07-09,22.17,13.58,0.79,73.82
2022-07-10,23.96,12.91,3.38,73.1
2022-07-11,25.26,11.97,1.37,68.22
2022-07-12,24.61,11.85,1.57,72.46
2022-07-13,27.43,11.52,0.65,64.57
2022-07-14,26.61,13.26,4.12,72.44
2022-07-15,26.34,14.54,2.67,74.8
2022-07-16,26.49,13.91,1.03,71.57
2022-07-17,24.41,14.26,1.9,76.03
2022-07-18,25.17,13.84,2.73,73.36
2022-07-19,25.12,13.07,0.8,71.25
2022-07-20,25.37,13.14,5.13,74.78
2022-07-21,25.41,11.7,1.49,66.71
2022-07-22,25.16,12.61,2.47,73.53
2022-07-23,25.93,12.72,1.63,71.08
2022-07-24,26.75,13.13,2.22,71.48
2022-07-25,25.32,13.35,2.82,73.42
2022-07-26,24.7,13.99,3.27,74.58
2022-07-27,26.37,13.36,2.99,73.09
2022-07-28,25.15,13.68,3.13,75.45
2022-07-29,25.83,14.08,5.79,75.46
2022-07-30,26.91,14.01,2.7,73.94
2022-07-31,25.91,13.82,5.57,73.5
2022-08-01,23.61,14.85,9.26,78.52
2022-08-02,23.67,13.89,9.11,76.34
2022-08-03,23.37,12.97,10.17,76.89
2022-08-04,23.35,13.22,2.23,76.47
2022-08-05,23.93,12.92,1.24,74.26
2022-08-06,24.9,11.75,1.46,72.5
2022-08-07,24.21,12.51,1.51,75.35
2022-08-08,24.31,12.47,0.96,73.65
2022-08-09,25.77,12.63,3.93,70.95
2022-08-10,24.59,12.85,4.43,71.3
2022-08-11,25.31,13.3,4.68,74.92
2022-08-12,24.51,13.36,5.85,75.68
2022-08-13,24.39,12.99,5.59,74.13
2022-08-14,25.02,13.57,2.22,74.43
2022-08-15,24.73,13.93,2.02,76.64
2022-08-16,23.75,14.19,1.92,76.04
2022-08-17,25.16,13.62,0.67,69.79
2022-08-18,27.34,12.97,0.3,65.69
2022-08-19,28.17,12.98,0.24,62.05
2022-08-20,28.72,12.19,0.37,61.37
2022-08-21,29.2,14.11,0.27,61.8
2022-08-22,27.27,14.0,0.3,62.55
2022-08-23,26.86,12.85,0.79,64.68
2022-08-24,26.59,12.76,0.77,63.16
2022-08-25,25.77,13.23,1.49,68.0
2022-08-26,25.54,14.13,5.74,73.06
2022-08-27,24.32,13.96,3.21,74.93
2022-08-28,26.05,12.75,1.39,69.88
2022-08-29,28.33,13.28,0.82,66.83
2022-08-30,28.2,14.06,0.97,66.85
2022-08-31,27.65,14.3,0.65,66.13
2022-09-01,26.74,13.38,0.8,63.94
2022-09-02,26.22,13.83,3.25,67.54
2022-09-03,25.7,13.75,2.81,69.62
2022-09-04,26.78,13.34,2.72,67.96
2022-09-05,24.46,13.91,4.86,73.11
2022-09-06,25.85,14.42,7.74,75.39
2022-09-07,24.79,13.95,5.39,75.58
2022-09-08,23.12,13.88,34.43,79.76
2022-09-09,23.52,13.77,24.13,80.25
2022-09-10,26.13,13.38,8.95,74.61
2022-09-11,26.39,13.85,12.92,78.02
2022-09-12,26.09,14.25,30.93,80.19
2022-09-13,22.55,14.79,4.8,83.16
2022-09-14,24.59,13.75,0.65,76.88
2022-09-15,25.72,13.9,0.74,75.76
2022-09-16,25.63,13.07,0.46,74.82
2022-09-17,26.28,13.98,1.02,76.12
2022-09-18,26.88,13.87,1.25,73.51
2022-09-19,28.13,14.32,0.74,72.52
2022-09-20,28.24,15.07,0.59,72.74
2022-09-21,28.39,14.4,0.25,68.86
2022-09-22,28.48,14.63,0.72,70.82
2022-09-23,28.07,13.88,0.31,66.85
2022-09-24,28.42,13.65,1.57,69.42
2022-09-25,27.55,13.74,2.69,70.79
2022-09-26,27.05,14.86,4.33,73.79
2022-09-27,28.19,14.15,0.8,66.7
2022-09-28,28.32,13.61,0.15,65.12
2022-09-29,27.35,14.26,0.43,69.28
2022-09-30,27.88,14.17,0.27,69.84
2022-10-01,28.06,14.54,0.41,68.97
2022-10-02,28.72,14.56,0.32,67.19
2022-10-03,27.92,14.51,1.83,68.47
2022-10-04,27.61,13.31,0.6,63.41
2022-10-05,28.49,13.53,0.7,64.88
2022-10-06,28.79,14.82,1.48,68.58
2022-10-07,28.13,14.75,1.08,67.48
2022-10-08,27.4,14.52,0.29,64.62
2022-10-09,27.7,12.81,0.63,65.49
2022-10-10,28.26,13.51,0.2,64.66
2022-10-11,28.38,13.02,0.26,61.83
2022-10-12,28.7,13.09,0.36,61.96
2022-10-13,29.05,12.06,0.17,60.65
2022-10-14,28.74,12.79,0.07,61.23
2022-10-15,26.91,13.58,0.18,63.32
2022-10-16,28.68,14.4,0.28,64.59
2022-10-17,29.33,15.22,0.71,68.91
2022-10-18,28.23,15.61,0.85,69.43
2022-10-19,28.77,15.09,0.65,66.22
2022-10-20,28.73,14.52,0.26,64.88
2022-10-21,29.2,14.21,0.32,63.32
2022-10-22,29.57,13.69,0.26,59.35
2022-10-23,28.61,15.64,0.74,68.91
2022-10-24,29.93,15.23,0.31,63.27
2022-10-25,30.35,15.54,0.49,62.87
2022-10-26,30.6,16.29,0.34,62.12
2022-10-27,29.9,16.2,0.96,66.43
2022-10-28,30.43,16.2,1.08,63.13
2022-10-29,30.19,15.43,1.07,60.39
2022-10-30,29.81,16.02,1.82,62.46
2022-10-31,28.34,15.93,13.13,74.89
2022-11-01,26.68,16.1,14.68,79.91
2022-11-02,26.36,15.43,4.76,79.15
2022-11-03,26.0,15.2,3.11,75.23
2022-11-04,27.39,15.23,2.91,76.24
2022-11-05,27.13,15.13,1.9,74.1
2022-11-06,26.87,15.81,7.74,80.1
2022-11-07,26.8,17.02,6.03,79.79
2022-11-08,26.7,16.32,4.0,77.12
2022-11-09,27.46,15.66,1.24,73.65
2022-11-10,27.7,16.02,4.62,76.75
2022-11-11,26.42,16.43,7.55,80.82
2022-11-12,25.7,16.47,4.15,80.06
2022-11-13,26.93,15.93,3.15,75.81
2022-11-14,25.95,16.24,12.76,81.95
2022-11-15,25.09,16.72,10.87,83.1
2022-11-16,25.85,16.05,16.36,83.83
2022-11-17,23.02,16.1,12.32,87.56
2022-11-18,26.01,14.57,1.67,77.86
2022-11-19,26.09,15.18,22.51,82.77
2022-11-20,25.17,15.88,25.82,82.61
2022-11-21,25.27,15.34,1.97,83.64
2022-11-22,23.34,16.15,2.51,87.25
2022-11-23,24.46,15.75,4.55,85.31
